Birth Year,Birth Month,Country,Gov Region,County,Breed Type,Breed,Sex,Application Type,Number Of Births
2015,April    ,Scotland,Scotland,West Lothian,Dairy,HOLSTEIN FRIESIAN,F,Birth Application,4
2015,April    ,Scotland,Scotland,Dumfries,Dairy,HOLSTEIN FRIESIAN,F,Birth Application,413
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,HOLSTEIN FRIESIAN,M,Birth Application,257
2015,April    ,Scotland,Scotland,Mid Lothian,Dairy,HOLSTEIN FRIESIAN,F,Birth Application,14
2015,April    ,Scotland,Scotland,Shetland,Dairy,HOLSTEIN FRIESIAN,M,Birth Application,5
2015,April    ,Scotland,Scotland,Fife,Dairy,HOLSTEIN FRIESIAN,M,Birth Application,104
2015,April    ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN FRIESIAN,F,Birth Application,604
2015,April    ,Scotland,Scotland,Ross and Cromarty,Dairy,HOLSTEIN FRIESIAN,F,Birth Application,1
2015,April    ,Scotland,Scotland,Perth,Dairy,HOLSTEIN FRIESIAN,F,Birth Application,35
2015,April    ,Scotland,Scotland,Berwick,Dairy,HOLSTEIN FRIESIAN,F,Birth Application,97
2015,April    ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,28
2015,April    ,Scotland,Scotland,Angus,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Fife,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Aberdeen,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,32
2015,April    ,Scotland,Scotland,Dumfries,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,13
2015,April    ,Scotland,Scotland,Aberdeen,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,31
2015,April    ,Scotland,Scotland,Berwick,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Wigtown,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,31
2015,April    ,Scotland,Scotland,Lanark,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,11
2015,April    ,Scotland,Scotland,Perth,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Kinross,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Stirling,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Shetland,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Angus,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,21
2015,April    ,Scotland,Scotland,Argyll,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Stirling,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,3
2015,April    ,Scotland,Scotland,Dumfries,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,22
2015,April    ,Scotland,Scotland,Kincardine,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Wigtown,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,33
2015,April    ,Scotland,Scotland,Fife,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Bute,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,5
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,31
2015,April    ,Scotland,Scotland,Argyll,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Lanark,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,17
2015,April    ,Scotland,Scotland,Shetland,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Bute,Dairy,HOLSTEIN FRIESIAN X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN FRIESIAN X,M,Birth Application,28
2015,April    ,Scotland,Scotland,Moray,Dairy,HOLSTEIN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Dumfries,Dairy,HOLSTEIN X,F,Birth Application,28
2015,April    ,Scotland,Scotland,Renfrew,Dairy,HOLSTEIN X,M,Birth Application,5
2015,April    ,Scotland,Scotland,Kincardine,Dairy,HOLSTEIN X,M,Birth Application,7
2015,April    ,Scotland,Scotland,Kincardine,Dairy,HOLSTEIN X,F,Birth Application,17
2015,April    ,Scotland,Scotland,Dumfries,Dairy,HOLSTEIN X,M,Birth Application,25
2015,April    ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN X,M,Birth Application,3
2015,April    ,Scotland,Scotland,Lanark,Dairy,HOLSTEIN X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Dunbarton,Dairy,HOLSTEIN X,M,Birth Application,14
2015,April    ,Scotland,Scotland,Stirling,Dairy,HOLSTEIN X,F,Birth Application,10
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,HOLSTEIN X,F,Birth Application,54
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,HOLSTEIN X,M,Birth Application,15
2015,April    ,Scotland,Scotland,Wigtown,Dairy,HOLSTEIN X,M,Birth Application,6
2015,April    ,Scotland,Scotland,Argyll,Dairy,HOLSTEIN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Moray,Dairy,HOLSTEIN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Renfrew,Dairy,HOLSTEIN X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Lanark,Dairy,HOLSTEIN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Wigtown,Dairy,HOLSTEIN X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Stirling,Dairy,HOLSTEIN X,M,Birth Application,6
2015,April    ,Scotland,Scotland,Dunbarton,Dairy,HOLSTEIN X,F,Birth Application,12
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,IRISH MOILED,F,Birth Application,1
2015,April    ,Scotland,Scotland,Perth,Non Dairy,IRISH MOILED X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Fife,Non Dairy,IRISH MOILED X,F,Birth Application,1
2015,April    ,Scotland,Scotland,East Lothian,Dairy,JERSEY,F,Birth Application,16
2015,April    ,Scotland,Scotland,Roxburgh,Dairy,JERSEY,F,Birth Application,4
2015,April    ,Scotland,Scotland,Roxburgh,Dairy,JERSEY,M,Birth Application,1
2015,April    ,Scotland,Scotland,Fife,Dairy,JERSEY,F,Birth Application,1
2015,April    ,Scotland,Scotland,Dumfries,Dairy,JERSEY,M,Birth Application,1
2015,April    ,Scotland,Scotland,Lanark,Dairy,JERSEY,F,Birth Application,2
2015,April    ,Scotland,Scotland,Perth,Dairy,JERSEY,F,Birth Application,6
2015,April    ,Scotland,Scotland,Wigtown,Dairy,JERSEY,F,Birth Application,29
2015,April    ,Scotland,Scotland,Ayr,Dairy,JERSEY,F,Birth Application,32
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,JERSEY,F,Birth Application,2
2015,April    ,Scotland,Scotland,Argyll,Dairy,JERSEY,F,Birth Application,2
2015,April    ,Scotland,Scotland,Stirling,Dairy,JERSEY,F,Birth Application,3
2015,April    ,Scotland,Scotland,Dumfries,Dairy,JERSEY,F,Birth Application,2
2015,April    ,Scotland,Scotland,Ayr,Dairy,JERSEY X,F,Birth Application,12
2015,April    ,Scotland,Scotland,Wigtown,Dairy,JERSEY X,F,Birth Application,4
2015,April    ,Scotland,Scotland,Perth,Dairy,JERSEY X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Kincardine,Dairy,JERSEY X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Kirkcudbright,Dairy,JERSEY X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Perth,Dairy,JERSEY X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Dumfries,Dairy,JERSEY X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Ayr,Dairy,JERSEY X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Lanark,Dairy,JERSEY X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Kincardine,Dairy,JERSEY X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Ross and Cromarty,Dairy,KERRY,M,Birth Application,1
2015,April    ,Scotland,Scotland,Ross and Cromarty,Dairy,KERRY,F,Birth Application,4
2015,April    ,Scotland,Scotland,Ayr,Dairy,KIWI CROSS,F,Birth Application,3
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LIMOUSIN,F,Birth Application,21
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LIMOUSIN,M,Birth Application,131
2015,April    ,Scotland,Scotland,Perth,Non Dairy,LIMOUSIN,M,Birth Application,26
2015,April    ,Scotland,Scotland,Moray,Non Dairy,LIMOUSIN,M,Birth Application,4
2015,April    ,Scotland,Scotland,Banff,Non Dairy,LIMOUSIN,M,Birth Application,52
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LIMOUSIN,F,Birth Application,36
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,LIMOUSIN,M,Birth Application,17
2015,April    ,Scotland,Scotland,Angus,Non Dairy,LIMOUSIN,F,Birth Application,31
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,LIMOUSIN,M,Birth Application,37
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,LIMOUSIN,M,Birth Application,15
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,LIMOUSIN,F,Birth Application,9
2015,April    ,Scotland,Scotland,Kinross,Non Dairy,LIMOUSIN,F,Birth Application,2
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,LIMOUSIN,M,Birth Application,32
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,LIMOUSIN,M,Birth Application,2
2015,April    ,Scotland,Scotland,Bute,Non Dairy,LIMOUSIN,F,Birth Application,12
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LIMOUSIN,M,Birth Application,17
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,LIMOUSIN,F,Birth Application,55
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,LIMOUSIN,F,Birth Application,42
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LIMOUSIN,F,Birth Application,26
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LIMOUSIN,M,Birth Application,12
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,LIMOUSIN,F,Birth Application,7
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,LIMOUSIN,M,Birth Application,1
2015,April    ,Scotland,Scotland,Fife,Non Dairy,LIMOUSIN,M,Birth Application,19
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,LIMOUSIN,M,Birth Application,21
2015,April    ,Scotland,Scotland,Fife,Non Dairy,LIMOUSIN,F,Birth Application,30
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,LIMOUSIN,F,Birth Application,111
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LIMOUSIN,M,Birth Application,35
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LIMOUSIN,F,Birth Application,134
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,LIMOUSIN,F,Birth Application,12
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,LIMOUSIN,M,Birth Application,1
2015,April    ,Scotland,Scotland,Perth,Non Dairy,LIMOUSIN,F,Birth Application,25
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN,M,Birth Application,85
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,LIMOUSIN,F,Birth Application,34
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN,F,Birth Application,91
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,LIMOUSIN,M,Birth Application,42
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,LIMOUSIN,F,Birth Application,26
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,LIMOUSIN,F,Birth Application,2
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,LIMOUSIN,F,Birth Application,13
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LIMOUSIN,M,Birth Application,27
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,LIMOUSIN,F,Birth Application,2
2015,April    ,Scotland,Scotland,Bute,Non Dairy,LIMOUSIN,M,Birth Application,14
2015,April    ,Scotland,Scotland,Moray,Non Dairy,LIMOUSIN,F,Birth Application,4
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,LIMOUSIN,M,Birth Application,118
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,LIMOUSIN,F,Birth Application,51
2015,April    ,Scotland,Scotland,Selkirk,Non Dairy,LIMOUSIN,M,Birth Application,2
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,LIMOUSIN,F,Birth Application,87
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LIMOUSIN,F,Birth Application,35
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LIMOUSIN,M,Birth Application,18
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,LIMOUSIN,M,Birth Application,2
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,LIMOUSIN,F,Birth Application,13
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,LIMOUSIN,M,Birth Application,34
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,LIMOUSIN,F,Birth Application,10
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,LIMOUSIN,M,Birth Application,35
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,LIMOUSIN,M,Birth Application,113
2015,April    ,Scotland,Scotland,Angus,Non Dairy,LIMOUSIN,M,Birth Application,23
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,LIMOUSIN,M,Birth Application,9
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LIMOUSIN,F,Birth Application,16
2015,April    ,Scotland,Scotland,Banff,Non Dairy,LIMOUSIN,F,Birth Application,43
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,LIMOUSIN,M,Birth Application,1
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN X,M,Birth Application,1120
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LIMOUSIN X,M,Birth Application,959
2015,April    ,Scotland,Scotland,Kinross,Non Dairy,LIMOUSIN X,F,Birth Application,61
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,LIMOUSIN X,F,Birth Application,553
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,LIMOUSIN X,M,Birth Application,527
2015,April    ,Scotland,Scotland,Perth,Non Dairy,LIMOUSIN X,M,Birth Application,786
2015,April    ,Scotland,Scotland,Shetland,Non Dairy,LIMOUSIN X,M,Birth Application,27
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LIMOUSIN X,M,Birth Application,265
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,LIMOUSIN X,M,Birth Application,482
2015,April    ,Scotland,Scotland,Shetland,Non Dairy,LIMOUSIN X,F,Birth Application,33
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LIMOUSIN X,M,Birth Application,731
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,LIMOUSIN X,F,Birth Application,1404
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,LIMOUSIN X,M,Birth Application,142
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LIMOUSIN X,F,Birth Application,163
2015,April    ,Scotland,Scotland,Perth,Non Dairy,LIMOUSIN X,F,Birth Application,777
2015,April    ,Scotland,Scotland,Fife,Non Dairy,LIMOUSIN X,F,Birth Application,263
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,LIMOUSIN X,F,Birth Application,89
2015,April    ,Scotland,Scotland,Banff,Non Dairy,LIMOUSIN X,F,Birth Application,285
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,LIMOUSIN X,F,Birth Application,622
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,LIMOUSIN X,F,Birth Application,252
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,LIMOUSIN X,M,Birth Application,95
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LIMOUSIN X,M,Birth Application,842
2015,April    ,Scotland,Scotland,Clackmannan,Non Dairy,LIMOUSIN X,F,Birth Application,8
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,LIMOUSIN X,F,Birth Application,507
2015,April    ,Scotland,Scotland,Bute,Non Dairy,LIMOUSIN X,F,Birth Application,144
2015,April    ,Scotland,Scotland,Clackmannan,Non Dairy,LIMOUSIN X,M,Birth Application,14
2015,April    ,Scotland,Scotland,Fife,Non Dairy,LIMOUSIN X,M,Birth Application,281
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,LIMOUSIN X,M,Birth Application,638
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,LIMOUSIN X,F,Birth Application,105
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,LIMOUSIN X,M,Birth Application,95
2015,April    ,Scotland,Scotland,Kinross,Non Dairy,LIMOUSIN X,M,Birth Application,61
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,LIMOUSIN X,F,Birth Application,256
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,LIMOUSIN X,M,Birth Application,241
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LIMOUSIN X,F,Birth Application,946
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,LIMOUSIN X,M,Birth Application,291
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,LIMOUSIN X,F,Birth Application,98
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,LIMOUSIN X,M,Birth Application,109
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN X,F,Birth Application,1053
2015,April    ,Scotland,Scotland,Selkirk,Non Dairy,LIMOUSIN X,M,Birth Application,64
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LIMOUSIN X,F,Birth Application,316
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LIMOUSIN X,M,Birth Application,320
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,LIMOUSIN X,F,Birth Application,133
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,LIMOUSIN X,F,Birth Application,101
2015,April    ,Scotland,Scotland,Moray,Non Dairy,LIMOUSIN X,M,Birth Application,118
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LIMOUSIN X,F,Birth Application,263
2015,April    ,Scotland,Scotland,Nairn,Non Dairy,LIMOUSIN X,M,Birth Application,88
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LIMOUSIN X,F,Birth Application,989
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,LIMOUSIN X,M,Birth Application,561
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,LIMOUSIN X,F,Birth Application,502
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,LIMOUSIN X,F,Birth Application,546
2015,April    ,Scotland,Scotland,Banff,Non Dairy,LIMOUSIN X,M,Birth Application,281
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LIMOUSIN X,M,Birth Application,186
2015,April    ,Scotland,Scotland,Moray,Non Dairy,LIMOUSIN X,F,Birth Application,99
2015,April    ,Scotland,Scotland,Bute,Non Dairy,LIMOUSIN X,M,Birth Application,151
2015,April    ,Scotland,Scotland,Angus,Non Dairy,LIMOUSIN X,F,Birth Application,418
2015,April    ,Scotland,Scotland,Angus,Non Dairy,LIMOUSIN X,M,Birth Application,393
2015,April    ,Scotland,Scotland,Selkirk,Non Dairy,LIMOUSIN X,F,Birth Application,70
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,LIMOUSIN X,M,Birth Application,116
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,LIMOUSIN X,F,Birth Application,95
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,LIMOUSIN X,F,Birth Application,163
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,LIMOUSIN X,F,Birth Application,117
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LIMOUSIN X,F,Birth Application,740
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,LIMOUSIN X,M,Birth Application,87
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,LIMOUSIN X,M,Birth Application,556
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,LIMOUSIN X,M,Birth Application,1414
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,LIMOUSIN X,M,Birth Application,114
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,LINCOLN RED,F,Birth Application,8
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,LINCOLN RED,M,Birth Application,5
2015,April    ,Scotland,Scotland,Fife,Non Dairy,LINCOLN RED,M,Birth Application,2
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,LINCOLN RED,F,Birth Application,2
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LINCOLN RED,M,Birth Application,1
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LINCOLN RED X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Angus,Non Dairy,LINCOLN RED X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LINCOLN RED X,F,Birth Application,9
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LINCOLN RED X,M,Birth Application,11
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LINCOLN RED X,M,Birth Application,2
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LINCOLN RED X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Angus,Non Dairy,LINCOLN RED X,M,Birth Application,7
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LINCOLN RED X,M,Birth Application,3
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,LINCOLN RED X,F,Birth Application,21
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LINCOLN RED X,F,Birth Application,2
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LINCOLN RED X,M,Birth Application,3
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,LINCOLN RED X,M,Birth Application,18
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LONGHORN,M,Birth Application,3
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LONGHORN,F,Birth Application,2
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,LONGHORN,F,Birth Application,1
2015,April    ,Scotland,Scotland,Aberdeen,Non Dairy,LONGHORN,M,Birth Application,1
2015,April    ,Scotland,Scotland,Perth,Non Dairy,LONGHORN,F,Birth Application,4
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LONGHORN,M,Birth Application,10
2015,April    ,Scotland,Scotland,Perth,Non Dairy,LONGHORN,M,Birth Application,4
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LONGHORN,F,Birth Application,10
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LONGHORN X,F,Birth Application,3
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LONGHORN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LONGHORN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LONGHORN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Banff,Non Dairy,LONGHORN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LONGHORN X,F,Birth Application,6
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LONGHORN X,M,Birth Application,1
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LONGHORN X,F,Birth Application,1
2015,April    ,Scotland,Scotland,Perth,Non Dairy,LUING,F,Birth Application,56
2015,April    ,Scotland,Scotland,Ayr,Non Dairy,LUING,M,Birth Application,19
2015,April    ,Scotland,Scotland,Dumfries,Non Dairy,LUING,F,Birth Application,83
2015,April    ,Scotland,Scotland,Dunbarton,Non Dairy,LUING,F,Birth Application,3
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,LUING,F,Birth Application,98
2015,April    ,Scotland,Scotland,Selkirk,Non Dairy,LUING,F,Birth Application,27
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,LUING,M,Birth Application,14
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,LUING,F,Birth Application,11
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,LUING,F,Birth Application,24
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,LUING,F,Birth Application,85
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LUING,F,Birth Application,59
2015,April    ,Scotland,Scotland,Argyll,Non Dairy,LUING,M,Birth Application,51
2015,April    ,Scotland,Scotland,Angus,Non Dairy,LUING,M,Birth Application,14
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,LUING,F,Birth Application,1
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LUING,M,Birth Application,2
2015,April    ,Scotland,Scotland,Ross and Cromarty,Non Dairy,LUING,F,Birth Application,11
2015,April    ,Scotland,Scotland,Roxburgh,Non Dairy,LUING,M,Birth Application,92
2015,April    ,Scotland,Scotland,East Lothian,Non Dairy,LUING,M,Birth Application,46
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LUING,M,Birth Application,19
2015,April    ,Scotland,Scotland,Selkirk,Non Dairy,LUING,M,Birth Application,23
2015,April    ,Scotland,Scotland,Kirkcudbright,Non Dairy,LUING,M,Birth Application,86
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,LUING,F,Birth Application,2
2015,April    ,Scotland,Scotland,West Lothian,Non Dairy,LUING,M,Birth Application,2
2015,April    ,Scotland,Scotland,Renfrew,Non Dairy,LUING,F,Birth Application,5
2015,April    ,Scotland,Scotland,Lanark,Non Dairy,LUING,M,Birth Application,24
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LUING,M,Birth Application,11
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,LUING,F,Birth Application,9
2015,April    ,Scotland,Scotland,Caithness,Non Dairy,LUING,F,Birth Application,8
2015,April    ,Scotland,Scotland,Berwick,Non Dairy,LUING,F,Birth Application,18
2015,April    ,Scotland,Scotland,Banff,Non Dairy,LUING,M,Birth Application,17
2015,April    ,Scotland,Scotland,Orkney,Non Dairy,LUING,M,Birth Application,4
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LUING,F,Birth Application,4
2015,April    ,Scotland,Scotland,Peebles,Non Dairy,LUING,F,Birth Application,8
2015,April    ,Scotland,Scotland,Wigtown,Non Dairy,LUING,M,Birth Application,4
2015,April    ,Scotland,Scotland,Mid Lothian,Non Dairy,LUING,M,Birth Application,18
2015,April    ,Scotland,Scotland,Kinross,Non Dairy,LUING,M,Birth Application,6
2015,April    ,Scotland,Scotland,Stirling,Non Dairy,LUING,M,Birth Application,1
2015,April    ,Scotland,Scotland,Kincardine,Non Dairy,LUING,F,Birth Application,5
2015,April    ,Scotland,Scotland,Kinross,Non Dairy,LUING,F,Birth Application,11
2015,April    ,Scotland,Scotland,Inverness,Non Dairy,LUING,M,Birth Application,7
2015,April    ,Scotland,Scotland,Sutherland,Non Dairy,LUING,F,Birth Application,39
2015,April    ,Scotland,Scotland,Banff,Non Dairy,LUING,F,Birth Application,18
